link_loja,link_imagem,image_name_new,description,preco_original,moeda,price_int_brl,store,pais,Continente,status,filesize_kb,width,height,pHash
https://store.moma.org/en-br/collections/gifts/products/pieces-of-time-flower-objet-d-art-heart-grass,https://cdn.shopify.com/s/files/1/0623/7962/2630/files/eacc84c4-c725-4497-bb02-edcd9a8710ef_360x.jpg?v=1723046930,b1399bc6ccc63331.jpg,Pieces of Time Flower Objet d’Art,80.0,Real,80.0,MOMA Store,Estados Unidos,América do Norte,baixado,16.26,360.0,360.0,b1399bc6ccc63331
https://store.moma.org/en-br/collections/gifts/products/curly-vase,https://cdn.shopify.com/s/files/1/0623/7962/2630/files/1bcc5894-eca5-49c3-8270-2ad04545028f_360x.jpg?v=1741616838,e48eb3699b359924.jpg,Curly Glass Vase,195.0,Real,195.0,MOMA Store,Estados Unidos,América do Norte,baixado,11.7,360.0,360.0,e48eb3699b359924
https://store.moma.org/en-br/collections/gifts/products/moma-be-rbrick-salvador-dali-collectible-figures-100-400-set,https://cdn.shopify.com/s/files/1/0623/7962/2630/files/c1663d66-9226-4e2e-b1fe-5f005001910f_ad27ad6b-c29c-471a-95bf-38fec989be32_360x.jpg?v=1704614357,e6cb98699996c364.jpg,MoMA BE@RBRICK Salvador Dalí Collectible Figures,200.0,Real,200.0,MOMA Store,Estados Unidos,América do Norte,baixado,10.87,360.0,360.0,e6cb98699996c364
https://store.moma.org/en-br/collections/gifts/products/poppin-stow-3-drawer-file-cabinet-blue-multi,https://cdn.shopify.com/s/files/1/0623/7962/2630/files/145903_a_5c534a02-889a-47fa-9822-89688a237b68_360x.jpg?v=1704293794,ecdb832cb28dcd24.jpg,Poppin Stow 3-Drawer File Cabinet,399.0,Real,399.0,MOMA Store,Estados Unidos,América do Norte,baixado,8.1,360.0,360.0,ecdb832cb28dcd24
https://store.moma.org/en-br/collections/gifts/products/axe-yamazaki-sewing-machine,https://cdn.shopify.com/s/files/1/0623/7962/2630/files/c987c7c9-7745-4c0c-8f0a-864a3f90d3b5_54a7b148-f9b0-4c39-9e72-7d93315b9dff_360x.jpg?v=1704607153,eaf09687c13e926a.jpg,Axe Yamazaki Sewing Machine,168.0,Real,168.0,MOMA Store,Estados Unidos,América do Norte,baixado,10.78,360.0,360.0,eaf09687c13e926a
https://store.moma.org/en-br/collections/gifts/products/two-way-side-table-neon-orange-neon-pink,https://cdn.shopify.com/s/files/1/0623/7962/2630/files/d2b01d0d-5772-419b-971b-dc290d2fbf1d_360x.jpg?v=1723582563,be3ec1c9c4613b1c.jpg,Two-Way Side Table,195.0,Real,195.0,MOMA Store,Estados Unidos,América do Norte,baixado,8.11,360.0,360.0,be3ec1c9c4613b1c
https://store.moma.org/en-br/collections/gifts/products/two-way-side-table-blue-aqua,https://cdn.shopify.com/s/files/1/0623/7962/2630/files/c0f100fe-3c4d-4e29-8d1e-46e96f44e256_3072_360x.jpg?v=1713883227,9a3fc1c17dd2c5c0.jpg,Two-Way Side Table,195.0,Real,195.0,MOMA Store,Estados Unidos,América do Norte,baixado,8.73,360.0,360.0,9a3fc1c17dd2c5c0
https://store.moma.org/en-br/collections/gifts/products/jwda-portable-table-lamp-red,https://cdn.shopify.com/s/files/1/0623/7962/2630/files/723f39b0-90ed-4ad3-97a7-033636786383_200b9830-04f5-4197-84f7-09d5feb7d153_360x.jpg?v=1704493190,e798676598679826.jpg,JWDA Portable Table Lamp,235.0,Real,235.0,MOMA Store,Estados Unidos,América do Norte,baixado,5.12,360.0,360.0,e798676598679826
https://store.moma.org/en-br/collections/gifts/products/sky-umbrella,https://cdn.shopify.com/s/files/1/0623/7962/2630/files/31587_A_db84436e-ed80-4863-8e88-0d9dddd685e0_360x.jpg?v=1704280332,bf70c0859f9f9c10.jpg,Sky Umbrella,55.0,Real,55.0,MOMA Store,Estados Unidos,América do Norte,baixado,13.17,360.0,360.0,bf70c0859f9f9c10
https://store.moma.org/en-br/collections/gifts/products/vignelli-hellerware-rainbow-stacking-dinnerware,https://cdn.shopify.com/s/files/1/0623/7962/2630/files/7f8726bd-3d98-4e12-a29f-6511947596c1_4466a621-246b-4c5b-8036-b7b8cc322c81_360x.jpg?v=1704499046,ef1b90e46b1ba5c0.jpg,Vignelli Hellerware Rainbow Stacking Dinnerware,60.0,Real,60.0,MOMA Store,Estados Unidos,América do Norte,baixado,8.44,360.0,360.0,ef1b90e46b1ba5c0
https://store.moma.org/en-br/collections/gifts/products/keith-haring-sunglasses-red-blue,https://cdn.shopify.com/s/files/1/0623/7962/2630/files/ed6fbe6c-be70-43be-82dc-bb564e121cc5_360x.jpg?v=1714422979,f92786d0693fd0c1.jpg,Keith Haring Sunglasses,140.0,Real,140.0,MOMA Store,Estados Unidos,América do Norte,baixado,8.65,360.0,360.0,f92786d0693fd0c1
https://store.moma.org/en-br/collections/gifts/products/lumio-book-lamp-walnut,https://cdn.shopify.com/s/files/1/0623/7962/2630/files/105016_a_360x.jpg?v=1706647934,fab1854eda6c3191.jpg,Lumio Book Lamp,225.0,Real,225.0,MOMA Store,Estados Unidos,América do Norte,baixado,9.47,360.0,360.0,fab1854eda6c3191
https://store.moma.org/en-br/collections/gifts/products/moma-ny-yankees-9twenty-corduroy-adjustable-baseball-cap-midnight-navy,https://cdn.shopify.com/s/files/1/0623/7962/2630/files/1aaf5522-c624-49d2-959d-509a08c4eaf6_360x.jpg?v=1730317542,bf9cc0699dc74826.jpg,MoMA NY Yankees 9TWENTY Corduroy Adjustable Baseball Cap,40.0,Real,40.0,MOMA Store,Estados Unidos,América do Norte,baixado,14.52,360.0,360.0,bf9cc0699dc74826
https://store.moma.org/en-br/collections/gifts/products/moma-ny-yankees-9twenty-corduroy-adjustable-baseball-cap-wheat,https://cdn.shopify.com/s/files/1/0623/7962/2630/files/7d94c7ff-0b47-4de3-b205-2fed41ad5959_360x.jpg?v=1730317561,bf9cc0698d276836.jpg,MoMA NY Yankees 9TWENTY Corduroy Adjustable Baseball Cap,40.0,Real,40.0,MOMA Store,Estados Unidos,América do Norte,baixado,12.82,360.0,360.0,bf9cc0698d276836
https://store.moma.org/en-br/collections/gifts/products/la-maison-inondee-bowl-white,https://cdn.shopify.com/s/files/1/0623/7962/2630/files/116586_a_360x.jpg?v=1717189573,eb8284793bc66c39.jpg,La Maison Inondée Bowl,20.0,Real,20.0,MOMA Store,Estados Unidos,América do Norte,baixado,5.35,360.0,360.0,eb8284793bc66c39
https://store.moma.org/en-br/collections/gifts/products/glass-pear-bud-vase,https://cdn.shopify.com/s/files/1/0623/7962/2630/files/a68cb34b-9c9f-4a6f-a860-a2422e565a6e_360x.jpg?v=1707437267,e2cccc319bb096b6.jpg,Glass Pear Bud Vase,20.0,Real,20.0,MOMA Store,Estados Unidos,América do Norte,baixado,7.27,360.0,360.0,e2cccc319bb096b6
https://store.moma.org/en-br/collections/gifts/products/avocado-vase-iridescent,https://cdn.shopify.com/s/files/1/0623/7962/2630/files/58e43380-ff99-4afb-86e8-aa87643ac7a0_360x.jpg?v=1727811178,e631999bce643239.jpg,Avocado Vase,65.0,Real,65.0,MOMA Store,Estados Unidos,América do Norte,baixado,9.64,360.0,360.0,e631999bce643239
https://store.moma.org/en-br/collections/gifts/products/salvador-dali-tarot-card-gift-set,https://cdn.shopify.com/s/files/1/0623/7962/2630/files/149086_a_d8467729-4103-46dd-aacb-3796ab3cbeef_360x.jpg?v=1704281154,bf2dc0d292c03f35.jpg,Salvador Dalí Tarot Card Gift Set,60.0,Real,60.0,MOMA Store,Estados Unidos,América do Norte,baixado,12.88,360.0,360.0,bf2dc0d292c03f35
https://store.moma.org/en-br/collections/gifts/products/bodum-caffettiera-french-press-dark-green-lilac,https://cdn.shopify.com/s/files/1/0623/7962/2630/files/7da2deae-2e98-4997-a3fa-e3144ed531a3_360x.jpg?v=1707435878,f23095cfcc616d34.jpg,Bodum Caffettiera French Press,25.0,Real,25.0,MOMA Store,Estados Unidos,América do Norte,baixado,10.79,360.0,360.0,f23095cfcc616d34
https://store.moma.org/en-br/collections/gifts/products/dusen-dusen-floral-hanging-mobile,https://cdn.shopify.com/s/files/1/0623/7962/2630/files/ea51f313-60f5-4f02-b1e3-92771d000047_360x.jpg?v=1707435051,e3b4ce6e91c9940d.jpg,Dusen Dusen Floral Hanging Mobile,145.0,Real,145.0,MOMA Store,Estados Unidos,América do Norte,baixado,9.54,360.0,360.0,e3b4ce6e91c9940d
https://store.moma.org/en-br/collections/gifts/products/tivoli-model-one-bluetooth-radio,https://cdn.shopify.com/s/files/1/0623/7962/2630/files/119611_a_e5701074-6933-426d-b3ef-7c2ba4d5913f_360x.jpg?v=1738867623,bfd4c06b3d943261.jpg,Tivoli Model One Bluetooth Radio,199.0,Real,199.0,MOMA Store,Estados Unidos,América do Norte,baixado,14.54,360.0,360.0,bfd4c06b3d943261
https://store.moma.org/en-br/collections/gifts/products/loop-de-loop-table-lamp-pink-orange,https://cdn.shopify.com/s/files/1/0623/7962/2630/files/69a7c3ab-c36c-4e14-9f03-a74b6380ab2b_360x.jpg?v=1707839637,e4b6738d8c498c79.jpg,Loop de Loop Table Lamp,99.0,Real,99.0,MOMA Store,Estados Unidos,América do Norte,baixado,7.57,360.0,360.0,e4b6738d8c498c79
https://store.moma.org/en-br/collections/gifts/products/bodum-geo-salt-pepper-grinder-set,https://cdn.shopify.com/s/files/1/0623/7962/2630/files/b60b5013-d514-451b-9eee-b21b3a4be5c7_9e02ba9a-2f6a-44be-8a51-a9e5366c3024_360x.jpg?v=1704491825,ecc2933d6c959d42.jpg,Bodum Geo Salt & Pepper Grinder Set,49.0,Real,49.0,MOMA Store,Estados Unidos,América do Norte,baixado,7.92,360.0,360.0,ecc2933d6c959d42
https://store.moma.org/en-br/collections/gifts/products/artiphon-orba-3-handheld-musical-instrument,https://cdn.shopify.com/s/files/1/0623/7962/2630/files/4a23c07c-b0bc-4e14-b693-1b5b181a5c61_360x.jpg?v=1734364942,b0cfcf389233cc64.jpg,Artiphon Orba 3 Handheld Musical Instrument,160.0,Real,160.0,MOMA Store,Estados Unidos,América do Norte,baixado,7.97,360.0,360.0,b0cfcf389233cc64
https://store.moma.org/en-br/collections/gifts/products/bao-bao-issey-miyake-tres-pochette-shoulder-bag,https://cdn.shopify.com/s/files/1/0623/7962/2630/files/91e52b55-d5a2-483b-ad50-5b9190c13f90_360x.jpg?v=1724210686,e6998e66998ccc33.jpg,BAO BAO ISSEY MIYAKE Tres Pochette Shoulder Bag,960.0,Real,960.0,MOMA Store,Estados Unidos,América do Norte,baixado,9.22,360.0,360.0,e6998e66998ccc33
https://store.moma.org/en-br/collections/gifts/products/bodum-caffettiera-french-press-pale-blue-pastel-green,https://cdn.shopify.com/s/files/1/0623/7962/2630/files/e8053c49-5e2e-4708-804d-b948e6fc1c7e_360x.jpg?v=1707436300,e29695cbca614db4.jpg,Bodum Caffettiera French Press,25.0,Real,25.0,MOMA Store,Estados Unidos,América do Norte,baixado,11.11,360.0,360.0,e29695cbca614db4
https://store.moma.org/en-br/collections/gifts/products/alice-mushroom-lamp-super-mini,https://cdn.shopify.com/s/files/1/0623/7962/2630/files/1c46144f-c06b-40de-9d41-8d6b75181e2e_360x.jpg?v=1723582504,e699996666996632.jpg,Alice Mushroom Lamp,45.0,Real,45.0,MOMA Store,Estados Unidos,América do Norte,baixado,4.34,360.0,360.0,e699996666996632
https://store.moma.org/en-br/collections/gifts/products/paper-moon-lamp-gourd,https://cdn.shopify.com/s/files/1/0623/7962/2630/files/a58701f8-785b-49ef-ae25-039fc8197b56_330674f4-4f10-48b9-bd87-ccec26e6b377_360x.jpg?v=1738784770,ac3093cfc3b59a38.jpg,Paper Moon Lamp,135.0,Real,135.0,MOMA Store,Estados Unidos,América do Norte,baixado,15.65,360.0,360.0,ac3093cfc3b59a38
https://store.moma.org/en-br/collections/gifts/products/keith-haring-baggu-recycled-cotton-horizontal-zip-duck-bag,https://cdn.shopify.com/s/files/1/0623/7962/2630/files/7d4155ce-2fa4-4068-b0e9-c970fb3ded89_360x.jpg?v=1707438608,ea8787f0946e8969.jpg,Keith Haring Baggu Flower Recycled Cotton Horizontal Zip Duck Bag,29.95,Real,29.95,MOMA Store,Estados Unidos,América do Norte,baixado,28.08,360.0,360.0,ea8787f0946e8969
https://store.moma.org/en-br/collections/gifts/products/avocado-vase-clear,https://cdn.shopify.com/s/files/1/0623/7962/2630/files/5071d509-8b03-4fc2-af42-8b64cd73af26_3072_7d85755a-627f-4634-9cab-536243b09a4d_360x.jpg?v=1704401465,b23199cfcc4c6663.jpg,Avocado Vase,65.0,Real,65.0,MOMA Store,Estados Unidos,América do Norte,baixado,9.03,360.0,360.0,b23199cfcc4c6663
https://store.moma.org/en-br/collections/gifts/products/orun-cotton-throw-blanket-by-yinka-ilori,https://cdn.shopify.com/s/files/1/0623/7962/2630/files/0a99b6e3-9323-443b-a5b2-02f214e4be00_360x.jpg?v=1707437495,eae0851f947163c7.jpg,Orun Cotton Throw Blanket by Yinka Ilori,225.0,Real,225.0,MOMA Store,Estados Unidos,América do Norte,baixado,14.4,360.0,360.0,eae0851f947163c7
https://store.moma.org/en-br/collections/gifts/products/champion-crewneck-sweatshirt-moma-edition-oatmeal,https://cdn.shopify.com/s/files/1/0623/7962/2630/files/245d13cd-11ab-4e69-8a66-9a7ddd078e35_5cc567f7-6050-4500-95cf-d0a192ec0ef5_360x.jpg?v=1704762687,bfa4c01b8f323ec8.jpg,Champion Crewneck Sweatshirt,75.0,Real,75.0,MOMA Store,Estados Unidos,América do Norte,baixado,6.7,360.0,360.0,bfa4c01b8f323ec8
https://store.moma.org/en-br/collections/gifts/products/jean-michel-basquiat-head-neon-sign,https://cdn.shopify.com/s/files/1/0623/7962/2630/files/8048e6df-df25-46b2-8747-9a554be511dc_360x.jpg?v=1739985563,e99a96a4ce6d9231.jpg,Jean-Michel Basquiat Head Neon Sign,899.0,Real,899.0,MOMA Store,Estados Unidos,América do Norte,baixado,24.5,360.0,360.0,e99a96a4ce6d9231
https://store.moma.org/en-br/collections/gifts/products/andy-warhol-flowers-neon-sign,https://cdn.shopify.com/s/files/1/0623/7962/2630/files/a8c4c69c-2cf9-4528-b546-3a9f1f2e9e00_d404356d-bdfb-4c3c-a7b8-50afa6dcb60e_360x.jpg?v=1704592289,bf93900fc4e6c0ec.jpg,Andy Warhol Flowers Neon Sign,449.0,Real,449.0,MOMA Store,Estados Unidos,América do Norte,baixado,27.01,360.0,360.0,bf93900fc4e6c0ec
https://store.moma.org/en-br/collections/gifts/products/jean-michel-basquiat-pez-dispenser-neon-sign,https://cdn.shopify.com/s/files/1/0623/7962/2630/files/f2521c78-2eca-48d5-913c-b9ab5b92cde4_360x.jpg?v=1739987534,b89cc763994cb349.jpg,Jean-Michel Basquiat Pez Dispenser Neon Sign,299.0,Real,299.0,MOMA Store,Estados Unidos,América do Norte,baixado,12.77,360.0,360.0,b89cc763994cb349
https://store.moma.org/en-br/collections/gifts/products/small-night-light-miffy-boris-lion,https://cdn.shopify.com/s/files/1/0623/7962/2630/files/153769_b_80543a37-e9d5-47a8-b116-fc2424be958e_360x.jpg?v=1738784762,e626999b98999a33.jpg,Small Night Light,28.0,Real,28.0,MOMA Store,Estados Unidos,América do Norte,baixado,5.1,360.0,360.0,e626999b98999a33
https://store.moma.org/en-br/collections/gifts/products/compressed-air-capsule-electric-air-duster-and-vacuum,https://cdn.shopify.com/s/files/1/0623/7962/2630/files/d32a78ff-5348-4c12-bc27-3522fcbde93f_360x.jpg?v=1707434950,abe4843ac38d3bf0.jpg,Compressed Air Capsule Electric Air Duster and Vacuum,110.0,Real,110.0,MOMA Store,Estados Unidos,América do Norte,baixado,11.33,360.0,360.0,abe4843ac38d3bf0
https://store.moma.org/en-br/collections/gifts/products/keith-haring-chess-set,https://cdn.shopify.com/s/files/1/0623/7962/2630/files/200856_a_af2bde13-ae22-4dd8-829a-7cf73c6bc8a1_360x.jpg?v=1704281227,be36c1c83f37b0c0.jpg,Keith Haring Chess Set,38.0,Real,38.0,MOMA Store,Estados Unidos,América do Norte,baixado,14.46,360.0,360.0,be36c1c83f37b0c0
https://store.moma.org/en-br/collections/gifts/products/nesting-cats-set-set-of-5,https://cdn.shopify.com/s/files/1/0623/7962/2630/files/004eed91-56c7-42bb-8b28-fda3942adbc0_dce98eea-e439-4691-a838-9bcc47a929ac_360x.jpg?v=1704604700,bf8fc470318e1f0c.jpg,Nesting Cats Set,38.0,Real,38.0,MOMA Store,Estados Unidos,América do Norte,baixado,10.84,360.0,360.0,bf8fc470318e1f0c
https://store.moma.org/en-br/collections/gifts/products/stylophone-s1-pocket-synthesizer,https://cdn.shopify.com/s/files/1/0623/7962/2630/files/157312_a_360x.jpg?v=1704280575,eb3e94e12e1a61b4.jpg,Stylophone S1 Pocket Synthesizer,35.0,Real,35.0,MOMA Store,Estados Unidos,América do Norte,baixado,13.94,360.0,360.0,eb3e94e12e1a61b4
https://store.moma.org/en-br/collections/gifts/products/mondri-vase-neon,https://cdn.shopify.com/s/files/1/0623/7962/2630/files/2aeb3cef-eb1c-4ff7-b268-125b5e0766ef_3072_f3da8e93-3242-4571-bada-d1ccacd6850c_360x.jpg?v=1704751255,ae94c13f95e09f48.jpg,Mondri Vase,100.0,Real,100.0,MOMA Store,Estados Unidos,América do Norte,baixado,12.33,360.0,360.0,ae94c13f95e09f48
https://store.moma.org/en-br/collections/gifts/products/dusen-dusen-tulip-shower-curtain,https://cdn.shopify.com/s/files/1/0623/7962/2630/files/065e1494-3056-4036-8213-a8368c79d859_50177560-3e51-4ecd-9652-e4ee6c815be5_360x.jpg?v=1704499478,ed9a9631c3c8c336.jpg,Dusen Dusen Tulip Shower Curtain,62.0,Real,62.0,MOMA Store,Estados Unidos,América do Norte,baixado,14.28,360.0,360.0,ed9a9631c3c8c336
https://store.moma.org/en-br/collections/gifts/products/alessi-michael-graves-9093-kettle-yellow,https://cdn.shopify.com/s/files/1/0623/7962/2630/files/91feee85-2417-4e0e-ace8-67ca3226de46_360x.jpg?v=1707511999,b3cc8471ce13cd6c.jpg,Alessi Michael Graves 9093 Kettle,200.0,Real,200.0,MOMA Store,Estados Unidos,América do Norte,baixado,12.35,360.0,360.0,b3cc8471ce13cd6c
https://store.moma.org/en-br/collections/gifts/products/miffy-and-friends-silicone-rechargeable-lights-miffy,https://cdn.shopify.com/s/files/1/0623/7962/2630/files/9f224cd0-30b4-428f-824c-bab5db2c7398_3072_a5d120f7-9d60-4f31-9935-1d18b2b742dc_360x.jpg?v=1704411009,e69a996698cc9a33.jpg,Miffy and Friends Silicone Rechargeable Lights,99.0,Real,99.0,MOMA Store,Estados Unidos,América do Norte,baixado,4.87,360.0,360.0,e69a996698cc9a33
https://store.moma.org/en-br/collections/gifts/products/prismart-desktop-object-toy,https://cdn.shopify.com/s/files/1/0623/7962/2630/files/e4164295-8805-4af2-b8bc-522a8559c154_360x.jpg?v=1707434657,e9639694c99b964c.jpg,PrismArt Desktop Object Toy,120.0,Real,120.0,MOMA Store,Estados Unidos,América do Norte,baixado,12.84,360.0,360.0,e9639694c99b964c
https://store.moma.org/en-br/collections/gifts/products/hay-neon-led-tube-light-ice-blue,https://cdn.shopify.com/s/files/1/0623/7962/2630/files/52302d5e-35fb-4172-9a11-9c5bc916ede3_3072_faca03d4-01f4-42e9-a274-c78d40dc7c50_360x.jpg?v=1704490706,bee0811f62c51f72.jpg,HAY Neon LED Tube Light,45.0,Real,45.0,MOMA Store,Estados Unidos,América do Norte,baixado,4.24,360.0,360.0,bee0811f62c51f72
https://store.moma.org/en-br/collections/gifts/products/yinka-ilori-radiant-blooms-recycled-leather-placemats-set-of-4,https://cdn.shopify.com/s/files/1/0623/7962/2630/files/8a6b1b51-c962-4957-ada7-0fd3aa1eee3c_360x.jpg?v=1723668967,f8c88597853bc63c.jpg,Yinka Ilori Radiant Blooms Recycled Leather Placemats,95.0,Real,95.0,MOMA Store,Estados Unidos,América do Norte,baixado,19.8,360.0,360.0,f8c88597853bc63c
https://store.moma.org/en-br/collections/gifts/products/jean-michel-basquiat-beat-bop-neon-sign,https://cdn.shopify.com/s/files/1/0623/7962/2630/files/8184b146-7011-4c3e-af20-845756a9c2ca_360x.jpg?v=1739987545,ef8cd063953390cd.jpg,Jean-Michel Basquiat Beat Bop Neon Sign,379.0,Real,379.0,MOMA Store,Estados Unidos,América do Norte,baixado,24.57,360.0,360.0,ef8cd063953390cd
https://store.moma.org/en-br/collections/gifts/products/keith-haring-sunglasses-clear-black,https://cdn.shopify.com/s/files/1/0623/7962/2630/files/4bb9791f-5d8f-4e5d-805c-843a40eaf010_360x.jpg?v=1714423147,ad32d28d2d72d28d.jpg,Keith Haring Sunglasses,140.0,Real,140.0,MOMA Store,Estados Unidos,América do Norte,baixado,8.14,360.0,360.0,ad32d28d2d72d28d
https://store.moma.org/en-br/collections/gifts/products/cat-in-coin-bank,https://cdn.shopify.com/s/files/1/0623/7962/2630/files/107889_a_6a96982c-3f4d-4a78-87bb-35feca0d0fd9_360x.jpg?v=1736126379,ba96c469c593939a.jpg,Cat in Coin Bank,28.0,Real,28.0,MOMA Store,Estados Unidos,América do Norte,baixado,14.78,360.0,360.0,ba96c469c593939a
https://store.moma.org/en-br/collections/gifts/products/moma-ny-yankees-retro-crown-9fifty-adjustable-baseball-cap,https://cdn.shopify.com/s/files/1/0623/7962/2630/files/ad716afa-5844-4531-ad12-c3e7e3cb5b8d_360x.jpg?v=1724096482,ea94916b9c245a9f.jpg,MoMA NY Yankees Retro Crown 9FIFTY Adjustable Baseball Cap,45.0,Real,45.0,MOMA Store,Estados Unidos,América do Norte,baixado,9.13,360.0,360.0,ea94916b9c245a9f
https://store.moma.org/en-br/collections/gifts/products/moma-champion-satin-bomber-jacket,https://cdn.shopify.com/s/files/1/0623/7962/2630/files/b32e62da-f7b9-46cd-a2d0-385390d53069_360x.jpg?v=1724097534,bfb5c04a8db438ac.jpg,MoMA Champion Satin Bomber Jacket,145.0,Real,145.0,MOMA Store,Estados Unidos,América do Norte,baixado,11.86,360.0,360.0,bfb5c04a8db438ac
https://store.moma.org/en-br/collections/gifts/products/acorn-vase-emerald-green,https://cdn.shopify.com/s/files/1/0623/7962/2630/files/06a6482a-ab4e-496a-810e-031c21de52c9_3362e927-8932-4cdc-b276-27a1eb11d9d0_360x.jpg?v=1704600911,b3cc72e3cc329938.jpg,Acorn Vase,45.0,Real,45.0,MOMA Store,Estados Unidos,América do Norte,baixado,8.4,360.0,360.0,b3cc72e3cc329938
https://store.moma.org/en-br/collections/gifts/products/technivorm-moccamaster-kbg-coffee-brewer-yellow-pepper,https://cdn.shopify.com/s/files/1/0623/7962/2630/files/48a28569-ef60-45df-bcd7-ac06f6d2ed9c_f8943cbc-3b83-4794-8a35-46aafcca13e9_360x.jpg?v=1704497807,eca49b1a9335c59a.jpg,Technivorm Moccamaster KBG Coffee Brewer,359.0,Real,359.0,MOMA Store,Estados Unidos,América do Norte,baixado,14.55,360.0,360.0,eca49b1a9335c59a
https://store.moma.org/en-br/collections/gifts/products/technivorm-moccamaster-kbg-coffee-brewer-polished-silver,https://cdn.shopify.com/s/files/1/0623/7962/2630/files/17b52fbe-c1dd-4fe4-905d-6f0ae55650ed_58af65fe-72c3-42fc-9591-0350c6532d30_360x.jpg?v=1704761381,eca49b5a9335c49a.jpg,Technivorm Moccamaster KBG Coffee Brewer,359.0,Real,359.0,MOMA Store,Estados Unidos,América do Norte,baixado,14.4,360.0,360.0,eca49b5a9335c49a
https://store.moma.org/en-br/collections/gifts/products/kartell-bio-componibili-3-tier-storage-green,https://cdn.shopify.com/s/files/1/0623/7962/2630/files/6460118b-fa3a-45a9-bdbc-1646c6fdf497_3d87e79a-c571-465e-9e10-922148516438_360x.jpg?v=1704751779,b188cecece26ce31.jpg,Kartell Bio Componibili 3 Tier Storage,355.0,Real,355.0,MOMA Store,Estados Unidos,América do Norte,baixado,7.47,360.0,360.0,b188cecece26ce31
https://store.moma.org/en-br/collections/gifts/products/wire-mesh-bowls-blue,https://cdn.shopify.com/s/files/1/0623/7962/2630/files/629487ca-3dad-4331-a0d7-06f5c8b52912_3072_41fd6e1e-876b-4fc5-9aa6-561b8118c669_360x.jpg?v=1704825209,bb4ac0b10fc2693f.jpg,Wire Mesh Bowls,50.0,Real,50.0,MOMA Store,Estados Unidos,América do Norte,baixado,24.2,360.0,360.0,bb4ac0b10fc2693f
https://store.moma.org/en-br/collections/gifts/products/jean-michel-basquiat-bird-on-money-basketball,https://cdn.shopify.com/s/files/1/0623/7962/2630/files/13745401-c3c8-413d-bd85-f867f9a635e0_360x.jpg?v=1723046543,ea9b95389bc4986c.jpg,Jean-Michel Basquiat Bird on Money Basketball,135.0,Real,135.0,MOMA Store,Estados Unidos,América do Norte,baixado,21.29,360.0,360.0,ea9b95389bc4986c
https://store.moma.org/en-br/collections/gifts/products/hay-recycled-plastic-collapsible-storage-bin-lavender,https://cdn.shopify.com/s/files/1/0623/7962/2630/files/3b619977-edad-41e7-b5e4-f98755d281ce_360x.jpg?v=1728322364,af61d09e4be02d69.jpg,HAY Recycled Plastic Collapsible Storage Bin,7.0,Real,7.0,MOMA Store,Estados Unidos,América do Norte,baixado,13.53,360.0,360.0,af61d09e4be02d69
https://store.moma.org/en-br/collections/gifts/products/maze-wool-throw,https://cdn.shopify.com/s/files/1/0623/7962/2630/files/68085a75-2406-4ac0-94c4-70728c277df0_360x.jpg?v=1723669270,be90c16bb12d3ed0.jpg,Maze Wool Throw,175.0,Real,175.0,MOMA Store,Estados Unidos,América do Norte,baixado,15.78,360.0,360.0,be90c16bb12d3ed0
https://store.moma.org/en-br/collections/gifts/products/swing-tumblers-set-of-6,https://cdn.shopify.com/s/files/1/0623/7962/2630/files/74bb7dc0-cce2-4ad8-8101-f6d472c180e5_3072_360x.jpg?v=1713883193,b93dc2c23c391b87.jpg,Swing Tumblers,70.0,Real,70.0,MOMA Store,Estados Unidos,América do Norte,baixado,8.9,360.0,360.0,b93dc2c23c391b87
https://store.moma.org/en-br/collections/gifts/products/nesting-dogs-set-set-of-5,https://cdn.shopify.com/s/files/1/0623/7962/2630/files/60ca1563-2a8a-4380-9b74-dc203882ccee_84a1a6b8-9172-4d43-b615-eed6baa7fb5d_360x.jpg?v=1704606202,b39ccc61339e0ecc.jpg,Nesting Dogs Set,38.0,Real,38.0,MOMA Store,Estados Unidos,América do Norte,baixado,13.05,360.0,360.0,b39ccc61339e0ecc
https://store.moma.org/en-br/collections/gifts/products/yoshitomo-nara-oh-my-god-i-miss-you-poster,https://cdn.shopify.com/s/files/1/0623/7962/2630/files/875a10d4-0fbf-408b-ad2d-fb5b41e73f1c_360x.jpg?v=1707319983,a4649999c6c6cf99.jpg,Yoshitomo Nara OH! MY GOD! I MISS YOU. Poster,18.95,Real,18.95,MOMA Store,Estados Unidos,América do Norte,baixado,17.33,360.0,360.0,a4649999c6c6cf99
https://store.moma.org/en-br/collections/gifts/products/mini-sky-umbrella-in-recycled-plastic,https://cdn.shopify.com/s/files/1/0623/7962/2630/files/d6af6881-30b3-4afd-a9ea-a9d3a8070f51_3072_57bc5e22-6ba5-409b-bd4a-07a741324796_360x.jpg?v=1704610574,fa62c09d3d783266.jpg,Mini Sky Umbrella in Recycled Plastic,45.0,Real,45.0,MOMA Store,Estados Unidos,América do Norte,baixado,12.76,360.0,360.0,fa62c09d3d783266
https://store.moma.org/en-br/collections/gifts/products/miffy-plush-keyring,https://cdn.shopify.com/s/files/1/0623/7962/2630/files/b5f11677-0dd1-4c6e-bbf4-c98209b267ad_360x.jpg?v=1738341449,e699996699cc6331.jpg,Miffy Plush Keyring,19.0,Real,19.0,MOMA Store,Estados Unidos,América do Norte,baixado,8.38,360.0,360.0,e699996699cc6331
